text,label
"BTW, I'm not certain that Queen Victoria can be described as being the Founder without being somewhat misleading. What do you think?",0
"The <url> states that ''Endymion'' was an <person>, and the only one of five actually built. Does Conway mention this?",0
"Just one more thing: The <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off. Can you fix it?",1
"Ok, thanks. So ok to archive the RFI then?",0
"You see, I expended quite some time on this, referenced it thoroughly, and thereby resolved a confusion between the medieval <url> and the text by Origen. I just don't understand how there can be a problem here?",0
"Although Singapore does not use Traditional Chinese, I still think we should at least add Traditional Chinese titles for shows not made by Mediacorp, and bought from overseas (mainly Hong Kong) TV stations. What do you think?",1
"True, tho in reality I should have just blocked the sock tpar from the beginning.  Don't we usually do that to force them to request unblocking on the main account?",0
The logo gallery on the <url> article is acting very strange. Can you help me with this?,0
"Steineresque! Shall I have a go, or will you?",0
"I mean if you can help me to restore my userpage, the orginal version is to simple and when i look at your page it is perfect. I like also the editorstar, how can i get this item on my page?",0
ARSBot seems to not be working? Can it be turned back on?,0
"How do I sign up to volunteer for the Missing TV encyclopedia articles project? Do I just add my name to the list of ""This project is maintained by..."", or something else?",0
Hmm... I'm new here at Wikipedia and your explanation is a little cloudy...Should I delink the references website?,0
I want my name to get a fancy colour. Where do i go for this?,0
"I wondered, simply because I see you occasionally and had never seen him before, so at first I thought he was you.  I wonder if there's a User:Nyttned running around?",0
What user list? The one I linked to?,0
"Tell me, after your uni starts again, will you not be as present again? And when does it get over?",0
I was wondering where you got your information for the dice statistics you recently added/changed in <url>.  Can you add a source to those tables?,1
I have started to fix it.  Can you help?,1
"Sorry about that, but I'm not sure I'll be able to get to it. Have you tried <url>?",0
"All is good here, hopefully the same with yourself.  How many English first-class cricketer you think we've got to get done in total?",1
You had problems with both versions? Do you have cookies enabled in <url>?,0
"No, YOU mail OTRS with your translations. What do you have to lose, but the few minutes it would take to put them together with an explanation of the situation?",0
What links did you want to add in? How do they differ from the ones currently in place?,0
Hey i saw you make an edit i have a question do mods only do this? how does this process work?,0
I'm afraid <url> is slightly under the 5x expansion threshold. Could you please see my comments at <url>?,1
"What would be needed is for a human to check the list, do various filters, and then suggest values for the missing data. What is the best format to return the data in, having in mind the idea to get a bot to add the data?",0
But how do I enter my username if the page is protected and I'm not an amin. Am I doing something wrong?,0
I give that a huge second. Why haven't you signed onto the wikiproject yet?,0
"How strange - you're apparently credited with its creation at <url>. Do you know who did create the image, by any chance?",0
Are you an admin? Do you want to be one?,0
"It look like <url>, is going to be on the Featured Content page. Where is the page that list what is on there when in the future, akin to the FA main page nominations page?",0
Later the same can be done for the other sports. What do you say?,0
"My question is more towards a question on what their titles are.  Is Kira, for example, the Yellow Ptera Ranger or the Yellow Dino Ranger?",0
"Molte grazie, just one last thing, if this is the only source then how I'm supposed to cite it there. Do you have any better way?",0
Thanks! Do you know why this was held jointly and what was worked on?,1
Thanks--can you add the romanization of the Arabic at <url> too? Is it ''jibna baladi''?,1
"Oh, in that case you want <url>. So Vigen Geodakyan is your father?",0
Hi. What was wrong with the Autamata page?,0
All allegations currently in the article should have sources. Can you indicate which ones do not?,0
I don't see the vandalism. Could you show me where it is?,0
I have just put the article to peer review. Would you care to take a look?,1
"The SNL encyclopedia article says ""M/S Palatia"", while my book source says it probably was a steamship (with a note saying that their sources differ). Do you have any more details on this ship?",0
"Likewise there is some discussion at <url>, where <url> is categorising itself and its documenttation. Could you please fix that as well?",1
"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?",0
"Erica, I understand you are a figure skating enthusiast. Are you still active in those types of articles?",1
Fair enough. So when can I change it back without getting blocked?,0
"Ok.  By the way, may I note that is an excellent resource you have there.   I noticed the other day that we had acquired a list at <url> of unproduced scripts/stories - it seems entirely genuine and fits with material I have read elsewhere but was uncited - I wonder if you could help find a source for it?",1
"By my reckoning he has been in every episode, and thats 10 so far... I am confused as to why you changed it from 9 to 7?",0
"Not offended - let's talk about it.  Doesn't ""Avatar"" refer to the series as well as the character?",0
"I tagged it since most appears to be in Chinese, so I canu2019t understand it, but by what I can gather the user is trying to accuse the Chinese government of a cover up. I was wondering if it was true, a political attack, off topic or just needs to be translated in to English?",0
Grappler-I'm not sure if this article is OK now or not. What do you think?,0
I have attempted to address your concern. Could you take another look at the article?,0
"Acad, I see we have one fairly ambiguous comment at <url>, dealing with hyphenation, which is one of the things we agree on, if memory serves.  Any advance on 4 people who care?",0
"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",1
"May I say it this way: ''Even if the car always is known to be behind the same door,'' but if you make your decision ""at random"", ''even then'' your chance is 2/3 to have picked a goat. Okay?",0
"Wait, what's the COI? Was this on the fringe noticeboards?",0
There's a question about where you got the image of the ''Enterprise''.  Maybe you could clarify?,0
I don't recall. Is there something there that could damage my computer?,0
"In short, based on the sparse information provided by outsiders, I would like to work constructively with you (and others) to whip the article into shape, as its presence seems warranted but the article is unlikely to garner necessary details from random contributors.  What shall I do next?",1
I was thinking about bringing that up.  I wonder if this is the first time someone's beat me to it?,0
You've contributed a lot to Puget Sound area articles.  Would you be willing to take a look at the debate I'm having at <url> and do whatever you think is best?,1
"I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?",0
"I have a quick question for you (I'm asking now since I am sure that this is going to be brought up either at the ACR or the FAC, when I finally get there): you've added a ""pp."" for the citation given for the national defense authorization act of 2007, but the rest of the article makes use of the ""p."" system. Shouldn't the ""pp."" be changed to a ""p."" for conformity, or is the use of the ""pp."" correct from the perspective of citation guidelines?",0
"The items in  question  would have their notability  already  asserted in  their own Wikipedia pages -  or is this not  a correct  assumption? How can we resolve this, and how can we adapt our future preparation  of, and reviewing of GAC, if in fact it is necessary?",0
"I plan on getting the page up at some point this weekend, no latter than Monday though for obvious reasons. Why do you ask?",0
"I'm not trying to be obtuse, but is what you're saying in essence that if we cannot tell whether an award is utterly trivial then that uncertainty becomes sufficient assertion of notability to not apply A7? So if an assumption needs to be made, or discretion employed, A7 doesn't apply because the assertion of notability has been made?",0
"Hi David, you're good with images. Anything you can do to clean up <url> so it's useful on ITN?",1
"I have it now; it lists 22 Members, seven officers and a large number of sons of Members. Do you think we could run to a new article, say <url>?",0
Done. Can you take care of <url> and <url>?,0
"He ''is'' offering the article to you, I think. Can you review the ''The Downward Spiral'' article <url>?",0
":I have blocked them for 24 hours, noting that continued soapboxing will attract further sanctions and a suggestion they take any complaint regarding my actions to ANI. Let us see what the future brings, then?",0
I added one. Does it look alright?,0
"What about the whole ""Heroes as personal feifdom"" trip? Or are you ok with that?",0
yes i'm the one who is ashish. are you also on ukmix?,0
As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?,0
What has this got to do with the article? Is this in the right place?,0
"I was confused by ""darkhad"" being translated as ""sacred ones"", when the usual translation I know is smith or craftsman (kind of). Was I at least correct in being confused?",1
Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,1
We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,1
So both of us already broke 3RR.  Do you want to esclate it?,0
"From my sources it seems that the Duke of York didn't have any radar when completed, but during her numerous refits different radar sets were added. So shall I list all the radar added from her refits?",1
I don't understand what you mean. Are you saying I cannot link from within a ref tag?,0
Commons <url> has been at Deletion Requests since July.  Can it be closed now?,0
"Hmm, there was a 7th <url> - but someone deleted him from <url> after removing the Prod. Is that kocher?",0
The founding date for <url> doesn't make sense. Which one should we use?,0
"Thanks for adding the bold title and the 2 categories, but can you please explain your thoughts on the tone? I mean, can you give me a specific part or just the whole article?",0
"Hi, Michael David. Was there any consensus reached on this issue?",1
I don't get it. How a meeting in Vilnius on a bridge across Niemen could have taken place or had any impact on anything if the river does not flow thru the town?,0
"I thought you had done that, and started working on turning it into a disambiguation page.  Could you now graft the history on to the changes I made?",0
"I started editing the article <url>, which was a real mess, and added some cited content under the math section.  However, there is all this content under the statistics section that is uncited, and wanted to know if someone would help me find sources for this information, or challenge and remove it?",0
"Very strange, how come I can see all the other posts? How do I clear the cache - do you know?",0
"I think if we did it that way, it would add a lot of possibilities to the page, enabling us to give breakdowns of other wars and major events in separate tables as well, in addition to alternative listings, which I think would be quite useful. Because there are a lot of events with different aspects to them that could be covered in more detail IMO, what do you think?",1
"While you are absolutely free to vote however you choose, FAC requires you lodge actionable objections and your objection as it stands right now is quite vague. Could you please specify it so I can take action and possibly reverse your vote?",0
"Normally I'd welcome <person>, but in this case I think you are a better editor to do that as I'm he-0! Would you do the honours please?",0
Thank you. Do you have any tips on the Kathy Dunderdale article to improve it?,1
"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?",0
It's double the disambiguation... Might be an overkill. What do you say?,0
I don't see a connection between the <url> and the <url> articles that would warrant See Also links between the two.  Could you explain that to me?,0
It looks like the category functioning works.  Can we get an alert to render instead of the default missing parameter <nowiki>{{{1}}}}</nowiki> behaviour?,0
"I've finished with that category, yes. Would you like a hand clearing it?",1
Sounds good to me. Should we start preparing for it now just in case the GA reviewer notices that something significant is missing?,1
"xD if you say so! By the way, what's your favorite game ever?",1
"The thing that amazes me about Margenat is that he died so young, 24 years old, with so much talent and so much to offer. Can you imagine all that he would have given the world if he lived to a ripe old age?",0
"When I try to edit the article <url> I'm refused to save my edit due to a ""Blacklisted Hyperlink"". What's wrong?",0
Not sure. Maybe try the <url>?,0
I saw you changing a block's duration to 99 years. Isn't that as good as indefinite?,0
A challenge for you! What do you think about creating a template for convoys and a list of convoys?,1
"ER, I was wondering if <url> would be a good candidate for featured bio in the portal, since he was the first United States Marine Corps officer, in history to take command of a Naval flotilla. What do you think?",1
"I don't recall any consensus on that unilateral change. Can you direct me to it, please?",1
"Which authorities are you referring to? Can you give the name of a linguist/grammarian who considers that removing the accents from a French, Polish or Serbian person's name creates an exonym?",0
Hello-I think you know more about <url> than I do. Want to check it?,0
I noticed a recent edit and upload of yours and have reverted your edit and started a discussion thread <url>. Would you be able to comment there?,0
What is your take on <url>?  And is there a guideline or policy stated somewhere that covers this?,0
"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",1
Thank you for deleting the attack page I tagged.  Should <url> be blocked for creating it?,1
The animal has only just been discovered by western science: I've seen no claim of any photograph having been taken.  I have no idea of how to research/decide open the status of the computer gererated graphic that has been on many press reports: can you?,0
"If I were to find information on the typical age of instance for hyperparthyroism/OFC, what section would that fall under? Epidemology?",0
"If you want I could simply remove the maps from each article, its not that important. What do you think?",0
Thanks for your input. Can we live with this version of <url>?,0
Sounds like a great idea. Do you want to propose it at the project talk page?,1
"To this day with the latest release, taking chances, the owner/copyright holder of all of Celine's discography is Sony Music Canada- (P) and (C), even though epic and now columbia in NYC is where she is signed to produce recordings. For now, Celine's infobox says ""CBS Records Canada (1986u20131990)"", but since her discography owner/copyright holder is still Sony Canada, should I change this to Sony Music Canada (1986-present)?",0
"Ok, that's no problem. Can you recommend any other users who would be able to train me?",1
"Hey, ehlep me you can with the finding of a source to prove that Sidney Kimmel and Jimmy Kimmels relationsio if you have any time???",0
"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right?  Is that list to which your link sent me something that Steve had to create, or was it generated automatically?",0
"Stephan, I am Deborah Byrd, producer of the Earth & Sky radio series, and I'm looking for a reference for this statement of yours on the discussion page of the article about scientists who oppose the mainstream view of global warming (http://en.wikipedia.org/wiki/Scientists_opposing_the_mainstream_scientific_assessment_of_global_warming) ""We are not talking 51% or 60% or 75%, but rather 95%+ (or ""near unanimity in the peer reviewed published literature and in official statements by professional scientific organisations""). --Stephan Schulz 08:26, 18 November 2006 (UTC)""  How did you determine that there is 95% agreement in the peer reviewed published literature and in official statements by professional scientific organizations?",0
Who is authorized to perform sockpuppet checks? Is there an automated service for doing it?,0
"I'd be more than happy to :) It may take a while as I've got other stuff on, but as long as you're in no immediate hurry all should be well. Do you have any preferences/requirements for the end result?",1
The copyediting is being done as I speak. Anything else you can think of?,0
And why do you think it is an accepted guideline? Do you base this only on the presence of the tag or do you have some other benchmark?,0
I've also put a <nowiki><person></nowiki> tag on your user page... I'm not entirely sure if that's what you were after?,0
"Were you aware this guys was publishing private phone numbers? Even though it's an IP, do you think something longer than 31 hours is warranted?",0
That might be very helpful. How can I get it?,1
Looks like Jappalang added <url> to the hitlist. Did you find any blank maps of Africa?,0
"And, in case I forget, it is what happens when I sign with four tildes. See?",0
"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games.  That's too few given he was there for 4 years, please can you fix?",0
You're unblocked. Do you want to discuss what the article should be named?,1
That link just takes me to the arbcom main page. Are you intending to link me to something else?,0
"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?",0
"For the household income page, can you find a way to eliminate the <url> page and instead change it back to its original title, ""List of countries by household income""? Who changed that?",0
"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",1
I dont use AWB so im doing it manually. Is that a problem?,0
"Dear DGG, you post on your WP biography you discuss matters via email. Where can one find your e-mail address ?",0
"Sorry, what? Could you be more specific please?",0
"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?",0
"Hi, I was removed from the ""request for approval"" list at the vandalproof, and not put on either the ""approved"" or ""denied"" lists. Could you tell me why, please?",1
That sounds like it may be an improvement. What are those six articles?,0
"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",0
"I aggree... river name then ""River"". Do you think that since it's a list of rivers in China we should use the Chinese name and the international norm name too?",1
"Forgive my stupidity, the current link <url> explain the musical term whereas <url> is a specific piece, which will be featured on the main page later. Why is it better to relink it like this: <url>?",0
After ''New Jersey'' leaves the mainpage it will be nessicary for us to check all the article linked to USS ''New Jersey'' and ensure that no subtle vandalism crept into them by means of the USS ''New Jersey'' article. Are you willing to help?,1
"Multiple editors never occurred to me - I didn't think much about the boxes, and the blocking help page wasn't of much use. Of ""Block anonymous users only <url>, Prevent account creation <url>, Automatically block the last IP address used by this user, and any subsequent addresses they try to edit from <url>,"" which should I have checked?",1
"APS = <url>. You lost me, which plant are you referring to above?",0
I think a bot could come along later and remove those double returns. Is there a way of coding a space into the template itself?,1
"I actually posted my comments a couple minutes ago.  Do you think that explanation works, or do you think it's a good idea I elaborate further?",1
I don't understand the reason for <url>. Would you please explain it to me?,1
"Thanks for helping to source alternative names...helps quash everyone including his/her favorite. I don't have that ref handy--does ""unofficial"" mean ""lots of people call it that but WMATA doesn't"", or ""it's often called that as a nickname even in WMATA or other formal documents""?",1
"How about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank?  What do you think?",1
Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,0
"if you think ""Sheffer Stroke"" is less common than ""Logical NAND""??",0
"Hey, Another editor and I are confused by your resent edit. ""Should the non-AQ qulify for the BCS Championship, and face either the Big Ten or Pac-10 Champion, the Rose Bowl may replace that champion with a team from same conference, so long as it is in the Top 14 of the final BCS Standings"" Could you please clarify it for us?",1
"Okay, I asked for help at <url>, was directed to <url>. What do you want to do?",0
"Aren't you supposed to move a page rather than just copy and paste it, to preserve the edit history for copyright purposes? And don't you have to move the talk page too?",0
"He's back <url>, <url> as <url>.  Also, in the future would you rather me just post these to <url>, or do you just want to continue handeling him?",0
Could possibly be. Have you tagged any of the non-free images for review?,0
"Jitse, quick question. When a user is blocked, is their IP address blocked also?",0
"Btw, ignoring the London stations it looks like your bot has <url>. Has this happened elsewhere?",0
"I've wikified this and added some categories. Any idea of his dates, and is he still alive?",0
"Thankyou Fail, but the template I want is the one that goes at the bottom of the article and produces a message that goes something like 'This article is a copy of the (X) article in the German wikipedia, version 21 December 2009 10:04.' What is that template?",0
Nice work.  :)  Got anything for <url> or <url>?,1
I thought we had all agreed that the lead is fine as it is.  What is the sentence supposed to mean?,0
"The article already exists - see <url>. :) Pretty well hidden, huh?",0
"I might be able to lend a hand, though it's not the most interesting article to me just as a matter of personal taste so I don't want to invest tons of time. What specifically do you want help with?",0
"Nice work!  Since you dug up some information on Fahnbulleh, I'm curious u2014 do you know what relation he is to Ambassador Henry Fahnbulleh, whom Tubman accused of an attempted coup?",1
"I guess I must have misunderstood, sorry for that. Exactly what do you mean by having my promise to not use the tools for a year enforced by a bureaucrat?",0
"I think there are enough clues ;-) Seriously, it could be '''Engine Arm Canal''', if you wish. Is there pedestrian access from a nearby street, or only along the towpath?",0
Thank you for catching Known for Know.  How did you happen to look at the article?,1
"As an outsider, I thought that the thrust of Floydian's edit was good, but it was a little terse in its wording (I've been guilty of such overly terse writing myself). Rather than reverting with such an insulting edit, perhaps Coolcaeser could simply copyedit Floydian's text?",0
"At <url>, you've added from Bacon a line saying that the addition of 3 minor judges to the list of major judges brings the total to 12. But the numbers don't work out - not in the list in the article, anyway. I don't want to revert your good-faith (and referenced) edit, but could you go back to your source and see if you can fix this?",1
The main article needs a facelift. Do you want to make suggestions?,1
I noticed you're setting up s-line for DART but having trouble with the termini. Can I be of help?,1
"Hello, sorry I probably should have asked first, but I thought it might be a good idea to nominate one of the images you uploaded, <url>, for featured picture. I hope you don't mind me taking the liberty, as it were?",1
<url> is kindxe1 related to the subjects we have been dealing with. Would you mind if I ask you for advice?,0
how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?,0
There's so much of work related to Prague: I once created <url> but every bridge in Prague deserves an article. Why not work on this or other topics?,0
"Notwithstanding the caption, my understanding is that because of the time since the first publication of the photo, the copyright has expired and Iu2019m free scan the figure and upload the image to Wikipedia. Is this correct?",0
Tips? Something about not feeding?,0
"Hi, what does this mean - if I am to be a named party in the case I at least need ot understand what it is about, please explain - """"Feuding and BLPs"" a case to examine meta behavioral issues and reconcile the applicable principles??? - what do you perceive this is related to?",0
Thanks ! ...wouldn't you know my first award would be for being a smart ass ?,0
"Hi I saw that you make maps and plans. Could you make me some that good plans, of station?",0
"Thanks, firstly, for the affirmation and work on <url>; it was yesterday's featured article! As a related article, I've been working on <url> - what do you think would be necessary to get it to FA?",1
"Maybe a misspelling, or just having one of those brain fade days (which I suffer often). Did you mean defer or refrain in that opening line in your comment?",0
"I was at the library today looking through the back issues of ''Mojo'' and found a career-spanning Chili Peppers article from 2004. I read most of it, but I can go back next week and cite from it. Is there anything you want me to look for?",1
"Well, the article is sourced to his official bio site (government), whereas none of the two sources you mentioned strikes me as strong. We've got <url>, why not follow the article sources and keep George Petalotis?",0
"Heh, thanks. Do you know of any scripts that might come in handy?",1
You appear to have created a duplicate of <person> at <person>. Is there any particular reason for this?,0
Still highly POV. Shall we put pictures of human skeletons from Auschwitz on <url>?,0
"It's clear that <url> isnt quite up to GA standards yet, I would like to withdraw my nomination. Can that be done?",0
I tried searching for that link in the section that I was editing and it wasn't there I didn't edit from the top but just from the section. Does the filter only look inside the section or is it based on the whole talk page?,0
"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?",0
"I see you're quite zealous at Croatian articles, so I'm inviting you to support my <url>. What do you think?",0
"Do you disagree with this reasoning?. If so, could you explain why?",1
"Well, if Mattisse has caused me to CU innocent editors, then it's time for her to be blocked from editing her own talk page. MC, do you think I should withdraw the CU or let it ride?",0
"I'm sorry, but I don't have time at the moment - my dissertation is calling my name. Have you tried any of the other <url>?",0
"We have an ongoing problem with this article, it is stated that he is ""Irish born British"", where in reality he was Irish, even though the United Kingdom of Great Britain and Ireland existed back then, it is not a reason. Could you help resolve the issue one way or another?",0
"Here's my current warning to him: <url>, and the diff<url>, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?",0
"I also spoke to <url>, who wanted a lot of the WW2 information. I am just wondering if I addressed everything you talked about or is there more that needs to be done?",0
"Sorry Cla68, but I don't understand. Even if your man didn't meet <url>, how could he fail to meet <url>?",0
Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,1
"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles.  Why don't you and I fix up the <url> article now?",0
"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling.  Interested?",0
I restored the lead picture series I like. What do you think?,1
Thanks for your advice on my problems with categories. Perhaps someone should change the instructions?,1
Would it not make more sense to delete these under G6 a Technical deletions <person> = rationale=Surpassed template that way you dont have to make a notice here for every one.  Has anyone ever contested there deletion?,0
I've searched my e-mail and can't find anything. Was there an earlier note about this on-wiki somewhere?,0
Great job. Any chance of a full date of death for him?,0
"Something to check: click ""My preferences"" at the top of the screen. Under ""User profile"", in the ""Basic information"" box, what does it say in the line ""Member of groups""?",0
"Looking through the discussion page history, the addition was made by <url> who is still active on wikipedia. Why not try a message on <url>?",0
Thank you very much for your kind comments but I don't recall if or when I made these contributions. Are you sure it was me?,1
"Hi, I missed your valued contributions recently. Everything ok?",1
"I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?",0
"At first I couldn't see it, but now that I've taken a closer look I see what you mean.  Now, I wonder, who was the first most decorated PR soldier in WW II?",1
"I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?",1
"Actually I just tested it with <url>, as it is using the <person>), although it is in the title; and it seemed to work fine. Are there any other titles that currently have them that I could try it with?",0
"After having collected some users willing to come, I created <url> subpage. Would you be so kind and add your ideas?",1
There's a nice section on funerals <url> but I'm not given a look at the contributors' page (p. 673) to see who J.B. is. Any chance your access is different?,0
"I dunno, that's what the vandals seem to think. And who are we to doub them, being the considerate, mature, thoughtful people they so often are?",0
"Haha, hey guys. Who is Temple alumni?",0
"I think the we've reached consensus in the FAC for <url>, as every opposing reason has been resolved.  Do you think it's looking good?",1
"The standard would be <person> (as we discussed at some length at the proposals page), to avoid the clumsy double plural.  Any objection if I change it back?",0
You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?,0
"Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?",0
"Thanks. Can you leave a comment at <url>, saying you are the creator?",1
You come across as a contributor who possess great depth. Are you a history professor/ student?,1
"Hey just wanted to say thanks for giving me the Autopatrolled thing! Just curious though, what did I do to get it?",1
I haven't tagged/assessed anything in quite some time. Which article are you referring to?,0
"What exactly are the rules on this page? Can stuff be added without discussion and ""consensus""?",0
This is just too confusing...how can a team be an affiliate of the NHL team but not the AHL team?  Especially in a AA hockey league?,0
"That explains some things, guess this'll take getting used to (not to mention the dozens of dabs I have to go back and re-fix). So, do you recall <url> by any chance?",0
"And individually changing the refs defeats the  purpose, unless the genus is apart of the url, like in nomen.at. Do you think there is any to work with this?",0
The primary meaning is not formatted well here. Care to take a shot at it?,0
"Please, don't delete another person's work without such deletion passing through regular Wikipedian deletion-process. And which templates did you delete, if I may ask?",0
"Rivers added, changed Treves >  Trier, tweaked line (plus some other tidying). Anything else?",0
Thank you for correcting the error on my user page. I have a question how does one go about archiving his talk history?,1
Oosterman is hardly the world's foremost expert on Hyper-Calvinism.  Can you cite any scholars or experts who support your thesis?,0
I was wondering why I couldn't edit the list of micronations article to correct the alphabetical order. was I blocked?,0
Good work maintaining the Tibet page i seems to getting an increasing amount of traffic!!! Is our Chinese friend still persisting?,1
<url>. Are you planning to merge the info into <url> or just redirect to the article as is?,0
"Hi JoJan. I see that the template which listed the failed FA attempt on <url> was deleted from the talk page, and I wanted to ask if that is considered OK or not?",1
"I was just now leaving a note on Ruhrfisch's talk page, and noticed that you'd left a note there.  I wrote about the <url> the other day, the first time that I've ever created an NRHP article: would you be willing to check it, and to add to the infobox if there's something that can easily be added?",1
"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",0
"I guess the best thing to do for now, is to not do anything and see what happens.  Don't you agree?",0
"Hello. I was just wondering, is it really fair to delete an unintentional duplication of a deleted category without a formal CFD submission?",1
|} Thanks for the contribution. Halloween DYK?,0
"Although I have no detailed knowledge of the matter, it's my understanding that the BIOS source code appeared in the ""purple book"" that IBM provided to other companies under NDA. Did IBM publish it more openly than that?",0
Hi.  Is there no chance that you could take a photograph of RCMP officers in the uniform we don't have a picture of?,0
"Hi Novice. Can you get me a 30 second sample of ""Suga Mama"" by beyonce from anywhere?",0
"Hi. I uploaded three very nice images in the <url>, can you please tell me what breed could that dog be?",1
"Not to worry. What's ""D.M.""?",1
http://www.youtube.com/watch?v=l9lk0B1p3k0 Yamaguchi Japan -Candidate Site for the <url>. Time for an article?,0
The links that I added were detailed images of all the aircraft that was listed in each entry. How does that make it spam?,0
"I posted here rather than to Jon's page because I don't want to embarrass the students; I know Jon watchlists your page and I am sure other NRG editors do too.  Anyway, what do you think?",1
"I was profoundly puzzled by the sentence ""his bowling career ended due to safety issues of spectators"" but I know nothing about cricket. Does that sound plausible?",0
"I seeu2014yes, those can easily be changed back. Would you rather I start a fresh discussion about these?",0
"""Office actions will be clearly indicated both during and after to prevent ambiguities."" -- <url>. So then does that mean it was probably DMCA?",0
When I look at the stats on the <url> wiki page I only see 55 Major appearances from 1972 onwards. I'm going by the assumption that page is correct?,0
"Thanks for your help on this, it's much appreciated. Should I delete my request for checkuser?",1
"Hey I saw that you're using Huggle and wanted to try it out, too. I downloaded it, but every time I try to open the program I get the message: CLR error: 80004005. The program will now terminate....What can I do to fix the problem?",1
"does not fit the criterium for quadratic convergence, as one would get &mu;=0; but it does not converge with a faster rate either. What do you think?",0
"I think that if you use an example paragraph, and show the options in a nowiki tag, it will make it easier for people to ""vote"" for the method they like. Make sense?",0
Thanks for your input. Would you mind voicing your opinion in the GMC's talk page?,1
"Hi.  I'm not disputing your reversion of my edit, but would you please point to any other article that has a reading list that is 100% from a single author?",0
"Now that I thought we had this figured out as clean and simple, but Google has expanded their street view to the south end of Smith-Dorrien Trail which shows a sign naming it Trail<url> rather than Spray Lakes Road. What do we do if there is a contradiction between a reliable map (the Canmore map) and actual signage?",0
"I also found your audio uploads at <url>. If it's not a burden, would you mind recording more Hungarian town names for WP?",1
The <url> has several pictures uploaded by you with no source or license information. I'd like to feature this article on the main page - could you please add this information before that?,0
Well... actually it is <nowiki><!--commented--></nowiki>. Could it be visible?,0
"WDM, the Homeopathy article is starting to stabilize.  But just a thought, will an FAC cause it blow up again?",0
The above templated message explains pretty clearly why the image was deleted. Do you have any specific questions about this image or our policy on replaceable non-free content?,0
"For some reason, <url> states to notify people on the talk page. I think the idea is to avoid self-references for the reader, but then the clean-up tags already alert the reader to other things, so this seems OK. Do you want to ask about using this at <url>?",0
Hey. Did you get my last e-mail?,0
"Once upon a time (about 6 years ago), you uploaded <url>. Would you happen to remember where you got it from?",0
"Not really sure what the remedy is for this, but anyway, now you know. How was your weekend?",0
"<url> and <url>, both created  by you, seem to be mostly overlapping but are not identical.  Presumably one should be a redir to the other?",0
"If you are refering to the recent work I have been doing, I think most of it has just been fixing small format errors. Could you do me a favor and let me know what edit I have mistakenly marked as '''m'''inor so that I can watch out for mistakenly labeling such edits as '''m'''inor in the future?",0
I enjoyed your comments on the 'Road to Serfdom' article. I wonder if you know if anyone has offered a reading of the book as a satire of the bourgeois-administrative-pseudo-capitalist state?,1
I think the <url> would be more precise and accurate as <url>. What sayest thou?,0
"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",1
"Would you be okay if I seconded your nomination? Or would you prefer me to add as a ""support""?",1
Thanks. Can I save your last line as ammo in my next edit war?,0
